table,column,value
continents,continent,america
continents,continent,asia
continents,continent,australia
continents,continent,europe
countries,countryid,1
countries,countryid,2
countries,countryid,3
countries,countryid,4
countries,countryid,5
countries,countryid,6
countries,countryid,7
countries,countryid,8
countries,countryid,9
countries,countryid,10
countries,countryid,11
countries,countryid,12
countries,countryid,13
countries,countryid,14
countries,countryid,15
countries,countryname,usa
countries,countryname,germany
countries,countryname,nigeria
countries,countryname,korea
countries,countryname,mexico
countries,countryname,japan
countries,countryname,uk
countries,countryname,sweden
countries,countryname,italy
countries,countryname,new zealand
countries,countryname,brazil
countries,countryname,russia
countries,countryname,france
countries,countryname,australia
countries,countryname,egypt
countries,continent,1
countries,continent,2
countries,continent,3
countries,continent,4
countries,continent,5
car_makers,id,
car_makers,maker,
car_makers,fullname,
car_makers,country,3
car_makers,country,8
car_makers,country,5
car_makers,country,6
car_makers,country,2
car_makers,country,7
car_makers,country,4
car_makers,country,1
model_list,modelid,
model_list,maker,
model_list,model,
car_names,makeid,
car_names,model,
car_names,make,
cars_data,id,
cars_data,mpg,
cars_data,cylinders,3
cars_data,cylinders,4
cars_data,cylinders,5
cars_data,cylinders,6
cars_data,cylinders,8
cars_data,edispl,
cars_data,horsepower,
cars_data,weight,
cars_data,accelerate,
cars_data,year,1970
cars_data,year,1971
cars_data,year,1972
cars_data,year,1973
cars_data,year,1974
cars_data,year,1975
cars_data,year,1976
cars_data,year,1977
cars_data,year,1978
cars_data,year,1979
cars_data,year,1980
cars_data,year,1981
cars_data,year,1982
station,id,
station,name,
station,lat,
station,long,
station,dock_count,11
station,dock_count,15
station,dock_count,19
station,dock_count,23
station,dock_count,25
station,dock_count,27
station,city,Redwood City
station,city,San Francisco
station,city,Palo Alto
station,city,Mountain View
station,city,San Jose
station,installation_date,8/7/2013
station,installation_date,8/25/2013
station,installation_date,8/14/2013
station,installation_date,8/22/2013
station,installation_date,8/19/2013
station,installation_date,8/20/2013
station,installation_date,8/21/2013
station,installation_date,8/6/2013
station,installation_date,8/5/2013
station,installation_date,8/15/2013
station,installation_date,12/31/2013
station,installation_date,8/23/2013
station,installation_date,8/12/2013
station,installation_date,8/16/2013
station,installation_date,1/22/2014
station,installation_date,2/20/2014
station,installation_date,4/9/2014
status,station_id,
status,bikes_available,0
status,bikes_available,1
status,bikes_available,2
status,bikes_available,3
status,bikes_available,4
status,bikes_available,5
status,bikes_available,6
status,bikes_available,7
status,bikes_available,8
status,bikes_available,9
status,bikes_available,10
status,bikes_available,11
status,bikes_available,12
status,bikes_available,13
status,bikes_available,14
status,bikes_available,15
status,bikes_available,16
status,bikes_available,17
status,docks_available,
status,time,
trip,id,
trip,duration,
trip,start_date,
trip,start_station_name,
trip,start_station_id,
trip,end_date,
trip,end_station_name,
trip,end_station_id,
trip,bike_id,
trip,subscription_type,Subscriber
trip,subscription_type,Customer
trip,zip_code,
weather,date,
weather,max_temperature_f,
weather,mean_temperature_f,
weather,min_temperature_f,
weather,max_dew_point_f,
weather,mean_dew_point_f,
weather,min_dew_point_f,
weather,max_humidity,
weather,mean_humidity,
weather,min_humidity,
weather,max_sea_level_pressure_inches,
weather,mean_sea_level_pressure_inches,
weather,min_sea_level_pressure_inches,
weather,max_visibility_miles,
weather,max_visibility_miles,5
weather,max_visibility_miles,6
weather,max_visibility_miles,7
weather,max_visibility_miles,8
weather,max_visibility_miles,9
weather,max_visibility_miles,10
weather,max_visibility_miles,12
weather,max_visibility_miles,15
weather,max_visibility_miles,16
weather,max_visibility_miles,19
weather,max_visibility_miles,20
weather,mean_visibility_miles,
weather,mean_visibility_miles,4
weather,mean_visibility_miles,5
weather,mean_visibility_miles,6
weather,mean_visibility_miles,7
weather,mean_visibility_miles,8
weather,mean_visibility_miles,9
weather,mean_visibility_miles,10
weather,mean_visibility_miles,11
weather,mean_visibility_miles,12
weather,mean_visibility_miles,13
weather,mean_visibility_miles,14
weather,mean_visibility_miles,15
weather,mean_visibility_miles,16
weather,mean_visibility_miles,17
weather,mean_visibility_miles,18
weather,mean_visibility_miles,19
weather,mean_visibility_miles,20
weather,min_visibility_miles,0
weather,min_visibility_miles,1
weather,min_visibility_miles,2
weather,min_visibility_miles,3
weather,min_visibility_miles,4
weather,min_visibility_miles,5
weather,min_visibility_miles,6
weather,min_visibility_miles,7
weather,min_visibility_miles,8
weather,min_visibility_miles,9
weather,min_visibility_miles,10
weather,min_visibility_miles,
weather,min_visibility_miles,15
weather,min_visibility_miles,20
weather,max_wind_speed_mph,
weather,mean_wind_speed_mph,
weather,max_gust_speed_mph,
weather,precipitation_inches,
weather,cloud_cover,0
weather,cloud_cover,1
weather,cloud_cover,2
weather,cloud_cover,3
weather,cloud_cover,4
weather,cloud_cover,5
weather,cloud_cover,6
weather,cloud_cover,7
weather,cloud_cover,8
weather,cloud_cover,
weather,events,
weather,events,Rain-Thunderstorm
weather,events,Rain
weather,events,rain
weather,events,Fog-Rain
weather,events,Fog
weather,wind_dir_degrees,
weather,zip_code,95113
weather,zip_code,94063
weather,zip_code,94041
weather,zip_code,94107
weather,zip_code,94301
driver,driver_id,1
driver,driver_id,2
driver,driver_id,3
driver,driver_id,4
driver,driver_id,5
driver,driver_id,6
driver,driver_id,7
driver,driver_id,8
driver,driver_id,9
driver,driver_id,10
driver,driver_id,11
driver,driver_id,12
driver,name,Matthew Ritter
driver,name,Angel Acre
driver,name,Geoff Luxenberg
driver,name,Minnie Gonzalez
driver,name,Tim Larson
driver,name,Douglas McCrory
driver,name,Henry Genga
driver,name,Brandon McGee
driver,name,Dan Carter
driver,name,Timothy Ackert
driver,name,Edwin Vargas
driver,name,Jason Rojas
driver,party,Rep
driver,party,Dem
driver,home_city,Bethel
driver,home_city,Coventry
driver,home_city,East Hartford
driver,home_city,Hartford
driver,home_city,Manchester
driver,age,35
driver,age,36
driver,age,37
driver,age,38
driver,age,40
driver,age,42
driver,age,45
driver,age,46
driver,age,52
driver,age,30
school,school_id,1
school,school_id,2
school,school_id,3
school,school_id,4
school,school_id,5
school,school_id,6
school,school_id,7
school,grade,Junior–Senior year
school,grade,1st-3rd grade
school,grade,Kindergarten
school,grade,Freshman–Sophomore year
school,grade,5th-12th grade
school,grade,4th grade
school,grade,College
school,school,Occidental College
school,school,Harvard Law School
school,school,State Elementary School Menteng 01
school,school,St. Francis Assisi
school,school,Noelani Elementary School
school,school,Columbia University
school,school,Punahou School
school,location,"Honolulu, Hawaii"
school,location,"Jakarta, Indonesia"
school,location,New York City
school,location,"Cambridge, Massachusetts"
school,location,"Los Angeles, California"
school,type,Public
school,type,Private Catholic
school,type,Private
school_bus,school_id,1
school_bus,school_id,3
school_bus,school_id,4
school_bus,school_id,5
school_bus,school_id,7
school_bus,driver_id,3
school_bus,driver_id,4
school_bus,driver_id,7
school_bus,driver_id,9
school_bus,driver_id,10
school_bus,years_working,2
school_bus,years_working,3
school_bus,years_working,6
school_bus,years_working,8
school_bus,years_working,10
school_bus,if_full_time,T
school_bus,if_full_time,F
ref_document_types,document_type_code,CD
ref_document_types,document_type_code,Hard Drive
ref_document_types,document_type_code,Paper
ref_document_types,document_type_description,u
ref_document_types,document_type_description,f
ref_document_types,document_type_description,b
roles,role_code,PR
roles,role_code,PT
roles,role_code,MG
roles,role_code,ED
roles,role_description,Manager
roles,role_description,Proof Manager
roles,role_description,Photo
roles,role_description,Editor
addresses,address_id,0
addresses,address_id,1
addresses,address_id,2
addresses,address_id,3
addresses,address_id,4
addresses,address_id,5
addresses,address_id,6
addresses,address_id,7
addresses,address_id,8
addresses,address_id,9
addresses,address_details,ES
addresses,address_details,US
addresses,address_details,PT
addresses,address_details,DE
addresses,address_details,MX
addresses,address_details,IE
addresses,address_details,IT
ref_document_status,document_status_code,done
ref_document_status,document_status_code,overdue
ref_document_status,document_status_code,working
ref_document_status,document_status_description,mailed late
ref_document_status,document_status_description,currently working on
ref_document_status,document_status_description,mailed
ref_shipping_agents,shipping_agent_code,FE
ref_shipping_agents,shipping_agent_code,AL
ref_shipping_agents,shipping_agent_code,UP
ref_shipping_agents,shipping_agent_code,US
ref_shipping_agents,shipping_agent_code,SH
ref_shipping_agents,shipping_agent_name,Ship
ref_shipping_agents,shipping_agent_name,Fedex
ref_shipping_agents,shipping_agent_name,UPS
ref_shipping_agents,shipping_agent_name,Airline
ref_shipping_agents,shipping_agent_name,USPS
ref_shipping_agents,shipping_agent_description,q
ref_shipping_agents,shipping_agent_description,g
ref_shipping_agents,shipping_agent_description,t
ref_shipping_agents,shipping_agent_description,w
ref_shipping_agents,shipping_agent_description,k
documents,document_id,1
documents,document_id,2
documents,document_id,3
documents,document_id,4
documents,document_id,7
documents,document_id,10
documents,document_id,12
documents,document_id,13
documents,document_id,14
documents,document_id,15
documents,document_id,17
documents,document_id,20
documents,document_id,23
documents,document_id,24
documents,document_id,25
documents,document_status_code,working
documents,document_status_code,overdue
documents,document_status_code,done
documents,document_type_code,CD
documents,document_type_code,Hard Drive
documents,document_type_code,Paper
documents,shipping_agent_code,FE
documents,shipping_agent_code,AL
documents,shipping_agent_code,UP
documents,shipping_agent_code,US
documents,shipping_agent_code,SH
documents,receipt_date,1996-07-27 03:30:40
documents,receipt_date,1973-11-05 21:48:53
documents,receipt_date,2017-07-02 17:39:09
documents,receipt_date,2005-09-30 00:10:02
documents,receipt_date,1982-09-27 14:52:15
documents,receipt_date,1974-05-08 00:00:46
documents,receipt_date,1996-05-31 06:51:58
documents,receipt_date,2015-04-03 09:36:19
documents,receipt_date,1985-11-05 17:59:34
documents,receipt_date,2014-12-25 17:22:44
documents,receipt_date,1976-09-15 19:24:17
documents,receipt_date,1983-09-26 09:32:56
documents,receipt_date,1986-12-14 14:18:59
documents,receipt_date,1999-04-17 14:19:32
documents,receipt_date,2008-04-21 20:42:25
documents,receipt_number,79
documents,receipt_number,8
documents,receipt_number,69
documents,receipt_number,55
documents,receipt_number,61
documents,receipt_number,114
documents,receipt_number,93
documents,receipt_number,189
documents,receipt_number,124
documents,receipt_number,83
documents,receipt_number,34
documents,receipt_number,37
documents,receipt_number,117
documents,receipt_number,19
documents,receipt_number,80
documents,other_details,y
documents,other_details,j
documents,other_details,n
documents,other_details,h
documents,other_details,q
documents,other_details,r
documents,other_details,x
documents,other_details,m
documents,other_details,w
documents,other_details,u
documents,other_details,z
documents,other_details,b
documents,other_details,p
employees,employee_id,1
employees,employee_id,2
employees,employee_id,3
employees,employee_id,5
employees,employee_id,7
employees,employee_id,8
employees,role_code,PR
employees,role_code,PT
employees,role_code,MG
employees,role_code,ED
employees,employee_name,Kenyon
employees,employee_name,Koby
employees,employee_name,Clemens
employees,employee_name,Haley
employees,employee_name,Erling
employees,employee_name,Jordyn
employees,other_details,v
employees,other_details,h
employees,other_details,f
employees,other_details,u
employees,other_details,b
document_drafts,document_id,1
document_drafts,document_id,2
document_drafts,document_id,4
document_drafts,document_id,7
document_drafts,document_id,10
document_drafts,document_id,12
document_drafts,document_id,13
document_drafts,document_id,14
document_drafts,document_id,17
document_drafts,document_id,20
document_drafts,document_id,23
document_drafts,draft_number,0
document_drafts,draft_number,1
document_drafts,draft_number,2
document_drafts,draft_number,4
document_drafts,draft_number,8
document_drafts,draft_number,9
document_drafts,draft_number,10
document_drafts,draft_number,11
document_drafts,draft_number,12
document_drafts,draft_number,14
document_drafts,draft_number,16
document_drafts,draft_number,17
document_drafts,draft_number,19
document_drafts,draft_number,20
document_drafts,draft_details,v
document_drafts,draft_details,e
document_drafts,draft_details,r
document_drafts,draft_details,x
document_drafts,draft_details,l
document_drafts,draft_details,m
document_drafts,draft_details,w
document_drafts,draft_details,k
document_drafts,draft_details,a
document_drafts,draft_details,p
document_drafts,draft_details,b
draft_copies,document_id,1
draft_copies,document_id,2
draft_copies,document_id,4
draft_copies,document_id,10
draft_copies,document_id,12
draft_copies,document_id,20
draft_copies,document_id,23
draft_copies,draft_number,1
draft_copies,draft_number,2
draft_copies,draft_number,8
draft_copies,draft_number,9
draft_copies,draft_number,12
draft_copies,draft_number,17
draft_copies,draft_number,20
draft_copies,copy_number,4
draft_copies,copy_number,5
draft_copies,copy_number,6
draft_copies,copy_number,10
draft_copies,copy_number,15
circulation_history,document_id,1
circulation_history,document_id,2
circulation_history,document_id,10
circulation_history,document_id,20
circulation_history,draft_number,17
circulation_history,draft_number,2
circulation_history,draft_number,20
circulation_history,draft_number,1
circulation_history,copy_number,10
circulation_history,copy_number,4
circulation_history,copy_number,5
circulation_history,copy_number,15
circulation_history,employee_id,8
circulation_history,employee_id,1
circulation_history,employee_id,2
documents_mailed,document_id,2
documents_mailed,document_id,4
documents_mailed,document_id,7
documents_mailed,document_id,10
documents_mailed,document_id,12
documents_mailed,document_id,13
documents_mailed,document_id,14
documents_mailed,document_id,20
documents_mailed,document_id,23
documents_mailed,document_id,24
documents_mailed,mailed_to_address_id,0
documents_mailed,mailed_to_address_id,2
documents_mailed,mailed_to_address_id,3
documents_mailed,mailed_to_address_id,4
documents_mailed,mailed_to_address_id,5
documents_mailed,mailed_to_address_id,7
documents_mailed,mailed_to_address_id,8
documents_mailed,mailed_to_address_id,9
documents_mailed,mailing_date,2007-01-01 22:32:11
documents_mailed,mailing_date,1977-04-01 17:03:50
documents_mailed,mailing_date,1991-05-27 14:17:37
documents_mailed,mailing_date,2013-01-27 03:29:31
documents_mailed,mailing_date,1999-05-22 23:21:07
documents_mailed,mailing_date,1986-05-16 06:25:33
documents_mailed,mailing_date,2007-03-20 05:22:01
documents_mailed,mailing_date,1993-05-24 22:13:48
documents_mailed,mailing_date,2010-11-04 04:00:16
documents_mailed,mailing_date,1973-02-21 10:17:01
documents_mailed,mailing_date,1979-09-21 10:30:52
documents_mailed,mailing_date,1982-01-14 05:50:54
documents_mailed,mailing_date,1971-11-03 12:32:14
documents_mailed,mailing_date,1992-11-07 15:03:41
customers,customer_id,994
customers,customer_id,263
customers,customer_id,520
customers,customer_id,808
customers,customer_id,810
customers,customer_id,588
customers,customer_id,430
customers,customer_id,334
customers,customer_id,593
customers,customer_id,435
customers,customer_id,252
customers,customer_id,857
customers,customer_id,858
customers,customer_id,380
customers,customer_id,799
customers,customer_details,Mrs. Liza Heller V
customers,customer_details,Dr. Diana Rath
customers,customer_details,Sydnie Friesen
customers,customer_details,Augustine Kerluke
customers,customer_details,Miss Felicita Reichel
customers,customer_details,Buddy Marquardt
customers,customer_details,Lauriane Ferry PhD
customers,customer_details,Dayana Robel
customers,customer_details,Mr. Edwardo Blanda I
customers,customer_details,Mr. Randal Lynch III
customers,customer_details,America Jaskolski
customers,customer_details,Ellsworth Paucek
customers,customer_details,Mrs. Hanna Willms
customers,customer_details,Mrs. Lilly Graham III
customers,customer_details,Selena Gerhold
staff,staff_id,673
staff,staff_id,833
staff,staff_id,771
staff,staff_id,803
staff,staff_id,986
staff,staff_id,427
staff,staff_id,589
staff,staff_id,718
staff,staff_id,687
staff,staff_id,406
staff,staff_id,822
staff,staff_id,634
staff,staff_id,987
staff,staff_id,510
staff,staff_id,735
staff,staff_details,Clifton
staff,staff_details,Maryse
staff,staff_details,Cathryn
staff,staff_details,Allen
staff,staff_details,Alexander
staff,staff_details,Margaretta
staff,staff_details,Julius
staff,staff_details,Bo
staff,staff_details,Roman
staff,staff_details,Evans
staff,staff_details,Eladio
staff,staff_details,Kaci
staff,staff_details,Vernie
staff,staff_details,Zachery
staff,staff_details,Gideon
policies,policy_id,768
policies,policy_id,801
policies,policy_id,708
policies,policy_id,773
policies,policy_id,518
policies,policy_id,936
policies,policy_id,299
policies,policy_id,780
policies,policy_id,703
policies,policy_id,626
policies,policy_id,628
policies,policy_id,151
policies,policy_id,507
policies,policy_id,125
policies,policy_id,287
policies,customer_id,994
policies,customer_id,808
policies,customer_id,588
policies,customer_id,334
policies,customer_id,430
policies,customer_id,435
policies,customer_id,252
policies,customer_id,857
policies,customer_id,858
policies,customer_id,380
policies,policy_type_code,Deputy
policies,policy_type_code,Jurisdiction
policies,policy_type_code,Uniformed
policies,policy_type_code,Normal
policies,start_date,2018-02-10 08:56:30
policies,start_date,2016-07-23 04:08:35
policies,start_date,2017-12-20 06:02:31
policies,start_date,2016-05-11 14:56:17
policies,start_date,2017-02-11 01:53:11
policies,start_date,2016-08-02 01:46:25
policies,start_date,2017-03-19 03:11:19
policies,start_date,2016-05-14 19:09:36
policies,start_date,2016-06-04 00:10:01
policies,start_date,2018-07-21 10:36:53
policies,start_date,2017-03-16 18:16:52
policies,start_date,2018-09-19 17:22:07
policies,start_date,2017-01-01 01:48:08
policies,start_date,2018-03-13 12:30:19
policies,start_date,2018-09-05 22:15:23
policies,end_date,2018-01-01 23:58:06
policies,end_date,2017-09-30 03:16:49
policies,end_date,2018-01-15 03:23:05
policies,end_date,2018-03-07 13:52:47
policies,end_date,2018-03-18 09:17:26
policies,end_date,2017-11-01 00:41:27
policies,end_date,2018-01-18 06:17:36
policies,end_date,2017-09-16 22:04:13
policies,end_date,2017-10-07 08:29:25
policies,end_date,2018-03-15 05:02:00
policies,end_date,2018-01-22 05:24:10
policies,end_date,2017-11-24 06:36:51
policies,end_date,2018-01-19 22:45:33
policies,end_date,2018-03-03 18:36:22
policies,end_date,2018-03-17 10:16:59
claim_headers,claim_header_id,34
claim_headers,claim_header_id,69
claim_headers,claim_header_id,90
claim_headers,claim_header_id,39
claim_headers,claim_header_id,72
claim_headers,claim_header_id,73
claim_headers,claim_header_id,45
claim_headers,claim_header_id,15
claim_headers,claim_header_id,81
claim_headers,claim_header_id,82
claim_headers,claim_header_id,24
claim_headers,claim_header_id,56
claim_headers,claim_header_id,27
claim_headers,claim_header_id,28
claim_headers,claim_header_id,62
claim_headers,claim_status_code,Disputed
claim_headers,claim_status_code,In Progress
claim_headers,claim_status_code,Settled
claim_headers,claim_type_code,Child Birth
claim_headers,claim_type_code,Overtime Meal Subsidy
claim_headers,claim_type_code,Handphone Subsidy
claim_headers,policy_id,518
claim_headers,policy_id,626
claim_headers,policy_id,628
claim_headers,policy_id,507
claim_headers,policy_id,125
claim_headers,policy_id,287
claim_headers,date_of_claim,2016-04-09 03:04:29
claim_headers,date_of_claim,2016-09-28 18:53:22
claim_headers,date_of_claim,2017-07-09 17:06:09
claim_headers,date_of_claim,2017-07-05 02:54:30
claim_headers,date_of_claim,2016-04-10 01:36:18
claim_headers,date_of_claim,2016-09-17 05:05:07
claim_headers,date_of_claim,2016-12-17 08:28:16
claim_headers,date_of_claim,2016-05-31 06:07:11
claim_headers,date_of_claim,2016-10-01 00:40:00
claim_headers,date_of_claim,2016-12-30 21:43:21
claim_headers,date_of_claim,2017-05-01 13:34:43
claim_headers,date_of_claim,2016-09-29 02:42:22
claim_headers,date_of_claim,2016-06-12 23:04:58
claim_headers,date_of_claim,2016-09-26 04:03:48
claim_headers,date_of_claim,2016-11-15 13:12:02
claim_headers,date_of_settlement,2017-11-16 04:06:05
claim_headers,date_of_settlement,2017-12-20 19:06:12
claim_headers,date_of_settlement,2017-10-08 21:43:14
claim_headers,date_of_settlement,2017-12-06 15:01:14
claim_headers,date_of_settlement,2017-11-21 09:06:04
claim_headers,date_of_settlement,2017-12-06 17:10:03
claim_headers,date_of_settlement,2017-10-17 07:02:17
claim_headers,date_of_settlement,2018-01-07 05:28:53
claim_headers,date_of_settlement,2018-02-23 03:46:38
claim_headers,date_of_settlement,2017-10-20 02:24:21
claim_headers,date_of_settlement,2018-03-08 13:00:23
claim_headers,date_of_settlement,2017-12-20 09:58:14
claim_headers,date_of_settlement,2018-01-21 05:51:01
claim_headers,date_of_settlement,2017-10-17 22:03:17
claim_headers,date_of_settlement,2018-01-16 06:35:15
claim_headers,amount_claimed,672.06
claim_headers,amount_claimed,867.57
claim_headers,amount_claimed,676.81
claim_headers,amount_claimed,228.45
claim_headers,amount_claimed,616.12
claim_headers,amount_claimed,425.98
claim_headers,amount_claimed,362.71
claim_headers,amount_claimed,270.49
claim_headers,amount_claimed,783.42
claim_headers,amount_claimed,818.15
claim_headers,amount_claimed,756.27
claim_headers,amount_claimed,789.19
claim_headers,amount_claimed,182.79
claim_headers,amount_claimed,349.15
claim_headers,amount_claimed,318.16
claim_headers,amount_piad,289.09
claim_headers,amount_piad,643.82
claim_headers,amount_piad,132.97
claim_headers,amount_piad,773.5
claim_headers,amount_piad,582.03
claim_headers,amount_piad,133.72
claim_headers,amount_piad,227.84
claim_headers,amount_piad,612.74
claim_headers,amount_piad,779.59
claim_headers,amount_piad,558.7
claim_headers,amount_piad,113.86
claim_headers,amount_piad,309.2
claim_headers,amount_piad,536.99
claim_headers,amount_piad,826
claim_headers,amount_piad,794.63
claims_documents,claim_id,69
claims_documents,claim_id,39
claims_documents,claim_id,73
claims_documents,claim_id,45
claims_documents,claim_id,81
claims_documents,claim_id,82
claims_documents,claim_id,24
claims_documents,claim_id,90
claims_documents,claim_id,27
claims_documents,claim_id,62
claims_documents,document_type_code,Document
claims_documents,document_type_code,Medical
claims_documents,document_type_code,Photo
claims_documents,created_by_staff_id,673
claims_documents,created_by_staff_id,803
claims_documents,created_by_staff_id,771
claims_documents,created_by_staff_id,427
claims_documents,created_by_staff_id,589
claims_documents,created_by_staff_id,718
claims_documents,created_by_staff_id,687
claims_documents,created_by_staff_id,986
claims_documents,created_by_staff_id,735
claims_documents,created_date,1
claims_documents,created_date,2
claims_documents,created_date,3
claims_documents,created_date,6
claims_documents,created_date,7
claims_documents,created_date,8
claims_documents,created_date,9
claims_processing_stages,claim_stage_id,1
claims_processing_stages,claim_stage_id,3
claims_processing_stages,next_claim_stage_id,1
claims_processing_stages,claim_status_name,Open
claims_processing_stages,claim_status_name,Close
claims_processing_stages,claim_status_description,Close a claim
claims_processing_stages,claim_status_description,Open a new claim
claims_processing,claim_processing_id,480
claims_processing,claim_processing_id,833
claims_processing,claim_processing_id,898
claims_processing,claim_processing_id,686
claims_processing,claim_processing_id,720
claims_processing,claim_processing_id,145
claims_processing,claim_processing_id,242
claims_processing,claim_processing_id,243
claims_processing,claim_processing_id,659
claims_processing,claim_processing_id,213
claims_processing,claim_processing_id,118
claims_processing,claim_processing_id,309
claims_processing,claim_processing_id,342
claims_processing,claim_processing_id,818
claims_processing,claim_processing_id,221
claims_processing,claim_id,34
claims_processing,claim_id,45
claims_processing,claim_id,15
claims_processing,claim_id,81
claims_processing,claim_id,24
claims_processing,claim_id,90
claims_processing,claim_id,27
claims_processing,claim_id,28
claims_processing,claim_id,62
claims_processing,claim_outcome_code,Disputed
claims_processing,claim_outcome_code,In progress
claims_processing,claim_outcome_code,Settled
claims_processing,claim_stage_id,1
claims_processing,claim_stage_id,3
claims_processing,staff_id,673
claims_processing,staff_id,771
claims_processing,staff_id,427
claims_processing,staff_id,589
claims_processing,staff_id,718
claims_processing,staff_id,687
claims_processing,staff_id,822
claims_processing,staff_id,986
claims_processing,staff_id,510
manufacturer,manufacturer_id,1
manufacturer,manufacturer_id,2
manufacturer,manufacturer_id,3
manufacturer,manufacturer_id,4
manufacturer,manufacturer_id,5
manufacturer,manufacturer_id,6
manufacturer,manufacturer_id,7
manufacturer,open_year,1990.0
manufacturer,open_year,1991.0
manufacturer,open_year,1992.0
manufacturer,open_year,2000.0
manufacturer,open_year,2001.0
manufacturer,open_year,2008.0
manufacturer,open_year,1980.0
manufacturer,name,Jiaju
manufacturer,name,Chevrolet
manufacturer,name,Tomorrow
manufacturer,name,Chevrolet House
manufacturer,name,Dodge
manufacturer,name,IKEA
manufacturer,name,Ford Make
manufacturer,num_of_factories,1
manufacturer,num_of_factories,3
manufacturer,num_of_factories,36
manufacturer,num_of_factories,38
manufacturer,num_of_factories,12
manufacturer,num_of_factories,21
manufacturer,num_of_shops,2
manufacturer,num_of_shops,35
manufacturer,num_of_shops,4
manufacturer,num_of_shops,7
manufacturer,num_of_shops,8
manufacturer,num_of_shops,19
manufacturer,num_of_shops,24
furniture,furniture_id,1
furniture,furniture_id,2
furniture,furniture_id,3
furniture,furniture_id,4
furniture,furniture_id,5
furniture,furniture_id,6
furniture,furniture_id,7
furniture,name,Four-poster bed
furniture,name,Hatstand
furniture,name,Chabudai
furniture,name,Bench
furniture,name,Billiard table
furniture,name,Dining set
furniture,name,Bookcase
furniture,num_of_component,3
furniture,num_of_component,4
furniture,num_of_component,5
furniture,num_of_component,6
furniture,num_of_component,12
furniture,num_of_component,14
furniture,market_rate,0.5
furniture,market_rate,1.0
furniture,market_rate,2.0
furniture,market_rate,3.5
furniture,market_rate,40.0
furniture,market_rate,52.5
furniture_manufacte,manufacturer_id,1
furniture_manufacte,manufacturer_id,4
furniture_manufacte,manufacturer_id,5
furniture_manufacte,manufacturer_id,7
furniture_manufacte,furniture_id,1
furniture_manufacte,furniture_id,2
furniture_manufacte,furniture_id,3
furniture_manufacte,furniture_id,4
furniture_manufacte,furniture_id,7
furniture_manufacte,price_in_dollar,450.0
furniture_manufacte,price_in_dollar,2124.0
furniture_manufacte,price_in_dollar,239.0
furniture_manufacte,price_in_dollar,1234.0
furniture_manufacte,price_in_dollar,443.0
course_authors_and_tutors,author_id,1
course_authors_and_tutors,author_id,2
course_authors_and_tutors,author_id,3
course_authors_and_tutors,author_id,4
course_authors_and_tutors,author_id,5
course_authors_and_tutors,author_id,6
course_authors_and_tutors,author_id,7
course_authors_and_tutors,author_id,8
course_authors_and_tutors,author_id,9
course_authors_and_tutors,author_id,10
course_authors_and_tutors,author_id,11
course_authors_and_tutors,author_id,12
course_authors_and_tutors,author_id,13
course_authors_and_tutors,author_id,14
course_authors_and_tutors,author_id,15
course_authors_and_tutors,author_tutor_atb,159
course_authors_and_tutors,author_tutor_atb,613
course_authors_and_tutors,author_tutor_atb,782
course_authors_and_tutors,author_tutor_atb,847
course_authors_and_tutors,author_tutor_atb,817
course_authors_and_tutors,author_tutor_atb,974
course_authors_and_tutors,author_tutor_atb,869
course_authors_and_tutors,author_tutor_atb,833
course_authors_and_tutors,author_tutor_atb,388
course_authors_and_tutors,author_tutor_atb,349
course_authors_and_tutors,author_tutor_atb,975
course_authors_and_tutors,author_tutor_atb,331
course_authors_and_tutors,author_tutor_atb,229
course_authors_and_tutors,author_tutor_atb,505
course_authors_and_tutors,author_tutor_atb,557
course_authors_and_tutors,login_name,marty.bergnaum
course_authors_and_tutors,login_name,medhurst.alvah
course_authors_and_tutors,login_name,fiona77
course_authors_and_tutors,login_name,ekshlerin
course_authors_and_tutors,login_name,antonetta19
course_authors_and_tutors,login_name,nellie.mosciski
course_authors_and_tutors,login_name,qking
course_authors_and_tutors,login_name,dschaefer
course_authors_and_tutors,login_name,adam.rippin
course_authors_and_tutors,login_name,clementina29
course_authors_and_tutors,login_name,al75
course_authors_and_tutors,login_name,heidenreich.ara
course_authors_and_tutors,login_name,jmckenzie
course_authors_and_tutors,login_name,wlehner
course_authors_and_tutors,login_name,nyundt
course_authors_and_tutors,password,24b0ee84063c3b017ab1839e01b7280f47f7c7c2
course_authors_and_tutors,password,120ac8a5744f5b710ecaebbd8dd1633e3e33886e
course_authors_and_tutors,password,d34378200c9b5f72d3039fa640e7920aaec0fdf2
course_authors_and_tutors,password,3e2f7bf1e6acf0d616a8703ee0050fba13bc007f
course_authors_and_tutors,password,4d8e909ae9b8888c93a2c5f1eccbd0c4ac6a01c3
course_authors_and_tutors,password,2c196efe8aee23a1b9a7e752fe63029c5879af6f
course_authors_and_tutors,password,b517a107b5f08fafe9628e88e7263a6f3a4a55c0
course_authors_and_tutors,password,cdaf6c3483f19e2253659a40a3aab786a3390f78
course_authors_and_tutors,password,a48e25a58b3088e9cfdaca61130555ed2c772452
course_authors_and_tutors,password,c40fa148bdd0d2d45cd6e9ec1e685750fe07f81b
course_authors_and_tutors,password,6b9979a83b4a9e03ead034c8de47f1b013a3d3af
course_authors_and_tutors,password,02d64f11de97436343a0beba41bfcf69af61be1e
